Year,ICD10 Code_x,ICD10 Diagnosis_x,Diagnosis Type_x,Metric_x,Sex_x,Value_x,ICD10 Code_y,ICD10 Diagnosis_y,Diagnosis Type_y,Metric_y,Sex_y,Value_y,"Tobacco Price
Index","Retail Prices
Index",Tobacco Price Index Relative to Retail Price Index,Real Households' Disposable Income,Affordability of Tobacco Index,Household Expenditure on Tobacco,Household Expenditure Total,Expenditure on Tobacco as a Percentage of Expenditure,All Pharmacotherapy Prescriptions,Nicotine Replacement Therapy (NRT) Prescriptions,Bupropion (Zyban) Prescriptions,Varenicline (Champix) Prescriptions,Net Ingredient Cost of All Pharmacotherapies,Net Ingredient Cost of Nicotine Replacement Therapies (NRT),Net Ingredient Cost of Bupropion (Zyban),Net Ingredient Cost of Varenicline (Champix),Method,Sex,16 and Over,16-24,25-34,35-49,50-59,60 and Over
2013/14,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Female,11289,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,All codes,All admissions,All admissions,Attributable number,Female,169400,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,C00-D48,All cancers,All cancers,Attributable number,Female,49200,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,59600,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,38900,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,9000,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,29300,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,2800,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,4800,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,500,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,800,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,4900,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,400,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,600,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,2800,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,900,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,1500,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,2000,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,44100,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,13600,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,12200,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,15300,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,2900,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,6500,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1500,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,500,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,4700,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Female,2900,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Female,1400,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Female,7700,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Female,4400,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2013/14,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Female,400,,,,,,,,,,,,,,,1778.0,1059.0,22.0,697.0,48767.0,24257.0,865.0,23646.0,,,,,,,,
2012/13,All codes,All admissions,All admissions,Number of admissions,,10281507,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,,1600202,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C00-D48,All cancers,All cancers,Number of admissions,,1559780,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,,541404,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,,881146,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,,1339113,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,,84194,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,,20514,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,,28997,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,,4718,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,,6778,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,,74607,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,,13708,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,,19312,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,,22648,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,,7603,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,,40208,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,,5633,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,,116705,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,,168578,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,272127,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,273337,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,,41899,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,106457,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,,12017,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,,10271,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,,22193,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,,32563,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,,5965,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,,132002,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,,65590,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,,11578,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,All codes,All admissions,All admissions,Attributable number,,460900,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C00-D48,All cancers,All cancers,Attributable number,,156600,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,,131000,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,,134300,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,,18500,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,,67800,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,,13500,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,,19100,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C32,Larynx,Cancers which can be caused by smoking,Attributable number,,3800,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C53,Cervical,Cancers which can be caused by smoking,Attributable number,,800,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C67,Bladder,Cancers which can be caused by smoking,Attributable number,,29600,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,,3400,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C16,Stomach,Cancers which can be caused by smoking,Attributable number,,4000,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,,5400,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,,2600,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,,6600,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,,4800,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,,90100,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,,36000,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,38800,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,61700,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,,7300,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,,16900,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,,7300,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,,2300,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,,10800,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,,5300,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,,2400,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,,13600,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,,6400,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,,500,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,All codes,All admissions,All admissions,Number of admissions,Male,4829192,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Male,877193,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C00-D48,All cancers,All cancers,Number of admissions,Male,768453,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Male,267664,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Male,510102,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Male,669547,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Male,46455,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Male,14759,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Male,20724,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Male,3924,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Male,.,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Male,56679,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Male,9227,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Male,13762,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Male,12024,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,3370,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,23782,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,2985,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,56086,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,85733,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,149201,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,183424,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,24778,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,53272,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,9272,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,6636,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11323,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,14347,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,2318,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Male,55316,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
2012/13,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Male,17794,,,,,,,,,,,,,,,2203.0,1318.0,26.0,859.0,58121.0,28069.0,994.0,29058.0,,,,,,,,
